연번,정류장,예정시간,실제도착시간,지연(분)
38,대구대정문 건너,2020-01-06 18:35:00,2020-01-06 18:29:18,-5.7
39,대구대정문 건너,2020-01-02 16:22:00,2020-01-02 16:22:34,0.57
39,하양역 건너,2020-01-02 16:32:00,2020-01-02 16:37:27,5.45
39,상공회의소건너,2020-01-02 17:42:00,2020-01-02 17:35:15,-6.75
39,안심역(4번출구),2020-01-02 18:22:00,2020-01-02 18:18:36,-3.4
39,하양역,2020-01-02 18:37:00,2020-01-02 18:32:40,-4.33
39,대구대정문 건너,2020-01-02 18:52:00,2020-01-02 19:04:18,12.3
39,대구대정문 건너,2020-01-03 16:22:00,2020-01-03 16:24:44,2.73
39,하양역 건너,2020-01-03 16:32:00,2020-01-03 16:36:02,4.03
39,상공회의소건너,2020-01-03 17:42:00,2020-01-03 17:38:48,-3.2
39,안심역(4번출구),2020-01-03 18:22:00,2020-01-03 18:21:47,-0.22
39,하양역,2020-01-03 18:37:00,2020-01-03 18:35:43,-1.28
39,대구대정문 건너,2020-01-03 18:52:00,2020-01-03 19:01:18,9.3
39,대구대정문 건너,2020-01-06 16:22:00,2020-01-06 16:24:24,2.4
39,하양역 건너,2020-01-06 16:32:00,2020-01-06 16:27:50,-4.17
39,상공회의소건너,2020-01-06 17:42:00,2020-01-06 17:38:01,-3.98
39,안심역(4번출구),2020-01-06 18:22:00,2020-01-06 18:18:54,-3.1
39,하양역,2020-01-06 18:37:00,2020-01-06 18:29:52,-7.13
39,대구대정문 건너,2020-01-06 18:52:00,2020-01-06 18:58:48,6.8
40,대구대정문 건너,2020-01-02 16:40:00,2020-01-02 16:40:18,0.3
40,하양역 건너,2020-01-02 16:50:00,2020-01-02 16:45:11,-4.82
40,상공회의소건너,2020-01-02 18:00:00,2020-01-02 17:58:43,-1.28
40,안심역(4번출구),2020-01-02 18:40:00,2020-01-02 18:39:35,-0.42
40,하양역,2020-01-02 18:55:00,2020-01-02 18:53:53,-1.12
40,대구대정문 건너,2020-01-02 19:10:00,2020-01-02 19:04:39,-5.35
40,대구대정문 건너,2020-01-03 16:40:00,2020-01-03 16:48:34,8.57
40,하양역 건너,2020-01-03 16:50:00,2020-01-03 16:48:14,-1.77
40,상공회의소건너,2020-01-03 18:00:00,2020-01-03 18:10:09,10.15
40,안심역(4번출구),2020-01-03 18:40:00,2020-01-03 18:31:10,-8.83
40,하양역,2020-01-03 18:55:00,2020-01-03 18:48:09,-6.85
40,대구대정문 건너,2020-01-03 19:10:00,2020-01-03 19:08:07,-1.88
40,대구대정문 건너,2020-01-06 16:40:00,2020-01-06 16:49:13,9.22
40,하양역 건너,2020-01-06 16:50:00,2020-01-06 16:48:17,-1.72
40,상공회의소건너,2020-01-06 18:00:00,2020-01-06 17:52:22,-7.63
40,안심역(4번출구),2020-01-06 18:40:00,2020-01-06 18:36:57,-3.05
40,하양역,2020-01-06 18:55:00,2020-01-06 18:50:33,-4.45
40,대구대정문 건너,2020-01-06 19:10:00,2020-01-06 19:02:39,-7.35
41,대구대정문 건너,2020-01-02 16:58:00,2020-01-02 17:04:28,6.47
41,하양역 건너,2020-01-02 17:08:00,2020-01-02 17:03:11,-4.82
41,상공회의소건너,2020-01-02 18:28:00,2020-01-02 18:29:47,1.78
41,안심역(4번출구),2020-01-02 19:08:00,2020-01-02 19:13:16,5.27
41,하양역,2020-01-02 19:23:00,2020-01-02 19:26:51,3.85
41,대구대정문 건너,2020-01-02 19:38:00,2020-01-02 19:40:45,2.75
41,대구대정문 건너,2020-01-03 16:58:00,2020-01-03 16:54:36,-3.4
41,하양역 건너,2020-01-03 17:08:00,2020-01-03 17:09:44,1.73
41,상공회의소건너,2020-01-03 18:28:00,2020-01-03 18:37:11,9.18
41,안심역(4번출구),2020-01-03 19:08:00,2020-01-03 19:00:39,-7.35
41,하양역,2020-01-03 19:23:00,2020-01-03 19:14:37,-8.38
41,대구대정문 건너,2020-01-03 19:38:00,2020-01-03 19:44:11,6.18
41,대구대정문 건너,2020-01-06 16:58:00,2020-01-06 16:50:31,-7.48
41,하양역 건너,2020-01-06 17:08:00,2020-01-06 17:10:27,2.45
41,상공회의소건너,2020-01-06 18:28:00,2020-01-06 18:23:25,-4.58
41,안심역(4번출구),2020-01-06 19:08:00,2020-01-06 19:09:46,1.77
41,하양역,2020-01-06 19:23:00,2020-01-06 19:23:28,0.47
41,대구대정문 건너,2020-01-06 19:38:00,2020-01-06 19:34:41,-3.32
42,대구대정문 건너,2020-01-02 17:15:00,2020-01-02 17:08:17,-6.72
42,하양역 건너,2020-01-02 17:25:00,2020-01-02 17:22:02,-2.97
42,상공회의소건너,2020-01-02 18:45:00,2020-01-02 18:41:18,-3.7
42,안심역(4번출구),2020-01-02 19:25:00,2020-01-02 19:24:52,-0.13
42,하양역,2020-01-02 19:40:00,2020-01-02 19:38:33,-1.45
42,대구대정문 건너,2020-01-02 19:50:00,2020-01-02 19:50:07,0.12
42,대구대정문 건너,2020-01-03 17:15:00,2020-01-03 17:08:37,-6.38
42,하양역 건너,2020-01-03 17:25:00,2020-01-03 17:21:43,-3.28
42,상공회의소건너,2020-01-03 18:45:00,2020-01-03 18:41:58,-3.03
42,안심역(4번출구),2020-01-03 19:25:00,2020-01-03 19:21:45,-3.25
42,하양역,2020-01-03 19:40:00,2020-01-03 19:33:09,-6.85
42,대구대정문 건너,2020-01-03 19:50:00,2020-01-03 19:46:18,-3.7
42,대구대정문 건너,2020-01-06 17:15:00,2020-01-06 17:10:19,-4.68
42,하양역 건너,2020-01-06 17:25:00,2020-01-06 17:25:57,0.95
42,상공회의소건너,2020-01-06 18:45:00,2020-01-06 18:45:57,0.95
42,안심역(4번출구),2020-01-06 19:25:00,2020-01-06 19:24:41,-0.32
42,하양역,2020-01-06 19:40:00,2020-01-06 19:35:40,-4.33
42,대구대정문 건너,2020-01-06 19:50:00,2020-01-06 19:49:10,-0.83
42,진량황제A,2020-01-06 20:10:00,2020-01-06 17:37:11,-152.82
43,대구대정문 건너,2020-01-02 17:32:00,2020-01-02 17:30:43,-1.28
43,하양역 건너,2020-01-02 17:40:00,2020-01-02 17:40:29,0.48
43,상공회의소건너,2020-01-02 19:00:00,2020-01-02 19:05:59,5.98
43,안심역(4번출구),2020-01-02 19:40:00,2020-01-02 19:45:46,5.77
43,하양역,2020-01-02 19:55:00,2020-01-02 19:59:17,4.28
43,대구대정문 건너,2020-01-02 20:05:00,2020-01-02 20:04:21,-0.65
43,대구대정문 건너,2020-01-03 17:32:00,2020-01-03 17:31:16,-0.73
43,하양역 건너,2020-01-03 17:40:00,2020-01-03 17:31:19,-8.68
43,상공회의소건너,2020-01-03 19:00:00,2020-01-03 19:05:03,5.05
43,안심역(4번출구),2020-01-03 19:40:00,2020-01-03 19:39:42,-0.3
43,하양역,2020-01-03 19:55:00,2020-01-03 19:53:08,-1.87
43,대구대정문 건너,2020-01-03 20:05:00,2020-01-03 20:04:09,-0.85
43,대구대정문 건너,2020-01-06 17:32:00,2020-01-06 17:36:24,4.4
43,하양역 건너,2020-01-06 17:40:00,2020-01-06 17:49:23,9.38
43,상공회의소건너,2020-01-06 19:00:00,2020-01-06 18:52:32,-7.47
43,안심역(4번출구),2020-01-06 19:40:00,2020-01-06 19:45:49,5.82
43,하양역,2020-01-06 19:55:00,2020-01-06 19:59:34,4.57
43,대구대정문 건너,2020-01-06 20:05:00,2020-01-06 20:09:22,4.37
43,진량황제A,2020-01-06 20:25:00,2020-01-06 17:37:11,-167.82
44,대구대정문 건너,2020-01-02 17:50:00,2020-01-02 17:52:45,2.75
44,하양역 건너,2020-01-02 17:58:00,2020-01-02 17:51:52,-6.13
44,상공회의소건너,2020-01-02 19:18:00,2020-01-02 19:19:34,1.57
44,안심역(4번출구),2020-01-02 19:58:00,2020-01-02 19:57:33,-0.45
44,하양역,2020-01-02 20:13:00,2020-01-02 20:11:27,-1.55
44,대구대정문 건너,2020-01-02 20:23:00,2020-01-02 20:22:29,-0.52
44,대구대정문 건너,2020-01-03 17:50:00,2020-01-03 17:52:27,2.45
44,하양역 건너,2020-01-03 17:58:00,2020-01-03 17:58:29,0.48
44,상공회의소건너,2020-01-03 19:18:00,2020-01-03 19:14:45,-3.25
44,안심역(4번출구),2020-01-03 19:58:00,2020-01-03 19:54:48,-3.2
44,하양역,2020-01-03 20:13:00,2020-01-03 20:09:13,-3.78
44,대구대정문 건너,2020-01-03 20:23:00,2020-01-03 20:16:41,-6.32
44,대구대정문 건너,2020-01-06 17:50:00,2020-01-06 17:53:09,3.15
44,하양역 건너,2020-01-06 17:58:00,2020-01-06 18:06:15,8.25
44,상공회의소건너,2020-01-06 19:18:00,2020-01-06 19:18:40,0.67
44,안심역(4번출구),2020-01-06 19:58:00,2020-01-06 19:45:49,-12.18
44,하양역,2020-01-06 20:13:00,2020-01-06 20:08:19,-4.68
44,대구대정문 건너,2020-01-06 20:23:00,2020-01-06 20:32:13,9.22
44,진량황제A,2020-01-06 20:43:00,2020-01-06 17:37:11,-185.82
45,대구대정문 건너,2020-01-02 18:07:00,2020-01-02 18:16:13,9.22
45,하양역 건너,2020-01-02 18:15:00,2020-01-02 18:13:09,-1.85
45,상공회의소건너,2020-01-02 18:35:00,2020-01-02 18:36:35,1.58
45,안심역(4번출구),2020-01-02 20:15:00,2020-01-02 20:15:45,0.75
45,하양역,2020-01-02 20:30:00,2020-01-02 20:29:36,-0.4
45,대구대정문 건너,2020-01-02 20:40:00,2020-01-02 20:40:41,0.68
45,대구대정문 건너,2020-01-03 18:07:00,2020-01-03 18:06:51,-0.15
45,하양역 건너,2020-01-03 18:15:00,2020-01-03 18:06:15,-8.75
45,상공회의소건너,2020-01-03 18:35:00,2020-01-03 18:37:11,2.18
45,안심역(4번출구),2020-01-03 20:15:00,2020-01-03 20:12:51,-2.15
45,하양역,2020-01-03 20:30:00,2020-01-03 20:31:53,1.88
45,대구대정문 건너,2020-01-03 20:40:00,2020-01-03 20:42:20,2.33
45,대구대정문 건너,2020-01-06 18:07:00,2020-01-06 17:58:39,-8.35
45,하양역 건너,2020-01-06 18:15:00,2020-01-06 18:06:15,-8.75
45,상공회의소건너,2020-01-06 18:35:00,2020-01-06 18:32:39,-2.35
45,안심역(4번출구),2020-01-06 20:15:00,2020-01-06 20:12:56,-2.07
45,하양역,2020-01-06 20:30:00,2020-01-06 20:34:57,4.95
45,대구대정문 건너,2020-01-06 20:40:00,2020-01-06 20:46:29,6.48
45,진량황제A,2020-01-06 21:00:00,2020-01-06 17:37:11,-202.82
46,대구대정문 건너,2020-01-02 18:24:00,2020-01-02 18:20:49,-3.18
46,하양역 건너,2020-01-02 18:33:00,2020-01-02 18:33:36,0.6
46,상공회의소건너,2020-01-02 19:53:00,2020-01-02 19:51:45,-1.25
46,안심역(4번출구),2020-01-02 20:33:00,2020-01-02 20:27:42,-5.3
46,하양역,2020-01-02 20:48:00,2020-01-02 20:41:35,-6.42
46,대구대정문 건너,2020-01-02 20:58:00,2020-01-02 21:06:38,8.63
46,대구대정문 건너,2020-01-03 18:24:00,2020-01-03 18:14:49,-9.18
46,하양역 건너,2020-01-03 18:33:00,2020-01-03 18:36:41,3.68
46,상공회의소건너,2020-01-03 19:53:00,2020-01-03 19:54:33,1.55
46,안심역(4번출구),2020-01-03 20:33:00,2020-01-03 20:24:56,-8.07
46,하양역,2020-01-03 20:48:00,2020-01-03 20:41:27,-6.55
46,대구대정문 건너,2020-01-03 20:58:00,2020-01-03 20:54:19,-3.68
46,대구대정문 건너,2020-01-06 18:24:00,2020-01-06 18:29:18,5.3
46,하양역 건너,2020-01-06 18:33:00,2020-01-06 18:31:31,-1.48
46,상공회의소건너,2020-01-06 19:53:00,2020-01-06 19:51:07,-1.88
46,안심역(4번출구),2020-01-06 20:33:00,2020-01-06 20:39:48,6.8
46,하양역,2020-01-06 20:48:00,2020-01-06 20:53:05,5.08
46,대구대정문 건너,2020-01-06 20:58:00,2020-01-06 20:52:33,-5.45
46,진량황제A,2020-01-06 21:15:00,2020-01-06 17:37:11,-217.82
47,대구대정문 건너,2020-01-02 18:41:00,2020-01-02 18:34:28,-6.53
47,하양역 건너,2020-01-02 18:51:00,2020-01-02 18:55:14,4.23
47,상공회의소건너,2020-01-02 20:01:00,2020-01-02 20:04:43,3.72
47,안심역(4번출구),2020-01-02 20:41:00,2020-01-02 20:42:51,1.85
47,하양역,2020-01-02 20:56:00,2020-01-02 20:56:44,0.73
47,대구대정문 건너,2020-01-02 21:06:00,2020-01-02 21:06:38,0.63
47,대구대정문 건너,2020-01-03 18:41:00,2020-01-03 18:34:22,-6.63
47,하양역 건너,2020-01-03 18:51:00,2020-01-03 18:57:17,6.28
47,상공회의소건너,2020-01-03 20:01:00,2020-01-03 20:05:00,4.0
47,안심역(4번출구),2020-01-03 20:41:00,2020-01-03 20:42:44,1.73
47,하양역,2020-01-03 20:56:00,2020-01-03 20:56:06,0.1
47,대구대정문 건너,2020-01-03 21:06:00,2020-01-03 21:07:13,1.22
47,대구대정문 건너,2020-01-06 18:41:00,2020-01-06 18:43:14,2.23
47,하양역 건너,2020-01-06 18:51:00,2020-01-06 18:56:56,5.93
47,상공회의소건너,2020-01-06 20:01:00,2020-01-06 19:58:26,-2.57
47,안심역(4번출구),2020-01-06 20:41:00,2020-01-06 20:39:48,-1.2
47,하양역,2020-01-06 20:56:00,2020-01-06 20:56:33,0.55
47,대구대정문 건너,2020-01-06 21:06:00,2020-01-06 21:04:16,-1.73
47,진량황제A,2020-01-06 21:26:00,2020-01-06 17:37:11,-228.82
48,대구대정문 건너,2020-01-02 18:58:00,2020-01-02 19:04:18,6.3
48,하양역 건너,2020-01-02 19:08:00,2020-01-02 19:02:35,-5.42
48,상공회의소건너,2020-01-02 20:18:00,2020-01-02 20:28:18,10.3
48,안심역(4번출구),2020-01-02 20:58:00,2020-01-02 21:00:49,2.82
48,하양역,2020-01-02 21:13:00,2020-01-02 21:11:31,-1.48
48,대구대정문 건너,2020-01-02 21:23:00,2020-01-02 21:20:52,-2.13
48,대구대정문 건너,2020-01-03 18:58:00,2020-01-03 19:01:18,3.3
48,하양역 건너,2020-01-03 19:08:00,2020-01-03 19:09:20,1.33
48,상공회의소건너,2020-01-03 20:18:00,2020-01-03 20:14:52,-3.13
48,안심역(4번출구),2020-01-03 20:58:00,2020-01-03 20:57:47,-0.22
48,하양역,2020-01-03 21:13:00,2020-01-03 21:11:54,-1.1
48,대구대정문 건너,2020-01-03 21:23:00,2020-01-03 21:22:28,-0.53
48,대구대정문 건너,2020-01-06 18:58:00,2020-01-06 18:58:48,0.8
48,하양역 건너,2020-01-06 19:08:00,2020-01-06 19:13:04,5.07
48,상공회의소건너,2020-01-06 20:18:00,2020-01-06 20:17:47,-0.22
48,안심역(4번출구),2020-01-06 20:58:00,2020-01-06 21:00:46,2.77
48,하양역,2020-01-06 21:13:00,2020-01-06 21:14:50,1.83
48,대구대정문 건너,2020-01-06 21:23:00,2020-01-06 21:26:27,3.45
48,진량황제A,2020-01-06 21:43:00,2020-01-06 17:37:11,-245.82
49,대구대정문 건너,2020-01-02 19:15:00,2020-01-02 19:24:37,9.62
49,하양역 건너,2020-01-02 19:25:00,2020-01-02 19:15:56,-9.07
49,상공회의소건너,2020-01-02 20:35:00,2020-01-02 20:40:57,5.95
49,안심역(4번출구),2020-01-02 21:15:00,2020-01-02 21:10:01,-4.98
49,하양역,2020-01-02 21:30:00,2020-01-02 21:31:28,1.47
49,대구대정문 건너,2020-01-02 21:40:00,2020-01-02 21:32:15,-7.75
49,대구대정문 건너,2020-01-03 19:15:00,2020-01-03 19:08:07,-6.88
49,하양역 건너,2020-01-03 19:25:00,2020-01-03 19:26:42,1.7
49,상공회의소건너,2020-01-03 20:35:00,2020-01-03 20:38:24,3.4
49,안심역(4번출구),2020-01-03 21:15:00,2020-01-03 21:12:58,-2.03
49,하양역,2020-01-03 21:30:00,2020-01-03 21:30:48,0.8
49,대구대정문 건너,2020-01-03 21:40:00,2020-01-03 21:40:42,0.7
49,대구대정문 건너,2020-01-06 19:15:00,2020-01-06 19:20:03,5.05
49,하양역 건너,2020-01-06 19:25:00,2020-01-06 19:19:36,-5.4
49,상공회의소건너,2020-01-06 20:35:00,2020-01-06 20:38:18,3.3
49,안심역(4번출구),2020-01-06 21:15:00,2020-01-06 21:13:03,-1.95
49,하양역,2020-01-06 21:30:00,2020-01-06 21:30:01,0.02
49,대구대정문 건너,2020-01-06 21:40:00,2020-01-06 21:40:16,0.27
49,진량황제A,2020-01-06 22:00:00,2020-01-06 17:37:11,-262.82
51,대구대정문 건너,2020-01-02 19:35:00,2020-01-02 19:40:45,5.75
51,하양역 건너,2020-01-02 19:45:00,2020-01-02 19:41:10,-3.83
51,상공회의소건너,2020-01-02 20:55:00,2020-01-02 20:51:31,-3.48
51,안심역(4번출구),2020-01-02 21:35:00,2020-01-02 21:30:47,-4.22
51,하양역,2020-01-02 21:50:00,2020-01-02 21:51:20,1.33
51,대구대정문 건너,2020-01-02 22:00:00,2020-01-02 22:01:10,1.17
51,대구대정문 건너,2020-01-03 19:35:00,2020-01-03 19:44:11,9.18
51,하양역 건너,2020-01-03 19:45:00,2020-01-03 19:42:29,-2.52
51,상공회의소건너,2020-01-03 20:55:00,2020-01-03 20:55:23,0.38
51,안심역(4번출구),2020-01-03 21:35:00,2020-01-03 21:33:41,-1.32
51,하양역,2020-01-03 21:50:00,2020-01-03 21:50:09,0.15
51,대구대정문 건너,2020-01-03 22:00:00,2020-01-03 22:03:08,3.13
51,대구대정문 건너,2020-01-06 19:35:00,2020-01-06 19:34:41,-0.32
51,하양역 건너,2020-01-06 19:45:00,2020-01-06 19:42:38,-2.37
51,상공회의소건너,2020-01-06 20:55:00,2020-01-06 20:54:30,-0.5
51,안심역(4번출구),2020-01-06 21:35:00,2020-01-06 21:30:40,-4.33
51,하양역,2020-01-06 21:50:00,2020-01-06 21:52:04,2.07
51,대구대정문 건너,2020-01-06 22:00:00,2020-01-06 22:04:13,4.22
51,진량황제A,2020-01-06 22:20:00,2020-01-06 17:37:11,-282.82
52,대구대정문 건너,2020-01-02 19:55:00,2020-01-02 19:56:38,1.63
52,하양역 건너,2020-01-02 20:05:00,2020-01-02 20:08:16,3.27
52,상공회의소건너,2020-01-02 21:15:00,2020-01-02 21:18:47,3.78
52,안심역(4번출구),2020-01-02 21:55:00,2020-01-02 21:58:24,3.4
52,하양역,2020-01-02 22:10:00,2020-01-02 22:13:46,3.77
52,대구대정문 건너,2020-01-02 22:20:00,2020-01-02 22:24:40,4.67
52,대구대정문 건너,2020-01-03 19:55:00,2020-01-03 19:46:18,-8.7
52,하양역 건너,2020-01-03 20:05:00,2020-01-03 20:02:50,-2.17
52,상공회의소건너,2020-01-03 21:15:00,2020-01-03 21:08:16,-6.73
52,안심역(4번출구),2020-01-03 21:55:00,2020-01-03 21:42:48,-12.2
52,하양역,2020-01-03 22:10:00,2020-01-03 22:22:49,12.82
52,대구대정문 건너,2020-01-03 22:20:00,2020-01-03 22:04:42,-15.3
52,대구대정문 건너,2020-01-06 19:55:00,2020-01-06 19:49:10,-5.83
52,하양역 건너,2020-01-06 20:05:00,2020-01-06 20:10:19,5.32
52,상공회의소건너,2020-01-06 21:15:00,2020-01-06 21:14:51,-0.15
52,안심역(4번출구),2020-01-06 21:55:00,2020-01-06 22:01:09,6.15
52,하양역,2020-01-06 22:10:00,2020-01-06 22:05:23,-4.62
52,대구대정문 건너,2020-01-06 22:20:00,2020-01-06 22:18:30,-1.5
52,진량황제A,2020-01-06 22:40:00,2020-01-06 17:37:11,-302.82
